company_id,type,rule_id,text,confidence_pct
AMBUJACEM,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,95.0
AMBUJACEM,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,63.21
APOLLOHOSP,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,95.0
APOLLOHOSP,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,60.21
APOLLOHOSP,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,68.4
ASIANPAINT,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,95.0
ASIANPAINT,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,93.6
ATGL,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,91.0
ATGL,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,66.99
ATGL,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,63.64
ATGL,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,61.14
ATGL,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,95.0
AXISBANK,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,95.0
AXISBANK,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,95.0
BAJAJAUTO,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,95.0
BAJAJAUTO,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,95.0
BAJAJAUTO,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,95.0
BAJAJAUTO,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,60.99
BAJAJFINSV,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,95.0
BAJAJFINSV,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,76.17
BAJAJFINSV,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,74.4
BAJAJFINSV,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,82.65
BAJAJHLDNG,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,95.0
BAJAJHLDNG,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,95.0
BAJAJHLDNG,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,95.0
BAJAJHLDNG,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,95.0
BAJAJHLDNG,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,66.9
BAJFINANCE,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,95.0
BAJFINANCE,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,79.08
BAJFINANCE,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,95.0
BAJFINANCE,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,79.29
BAJFINANCE,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,95.0
BAJFINANCE,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,82.48
BAJFINANCE,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,95.0
BANKBARODA,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,87.0
BANKBARODA,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,95.0
BANKBARODA,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,95.0
BEL,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,95.0
BEL,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,95.0
BEL,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,61.65
BEL,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,95.0
BHARTIARTL,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,91.0
BHARTIARTL,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,92.4
BHARTIARTL,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,60.39
BHEL,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,75.0
BHEL,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,95.0
BOSCHLTD,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,95.0
BOSCHLTD,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,95.0
BOSCHLTD,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,95.0
BOSCHLTD,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,85.1
BPCL,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,95.0
BPCL,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,61.94
BPCL,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,65.88
BRITANNIA,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,95.0
BRITANNIA,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,72.37
BRITANNIA,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,66.05
CANBK,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,79.0
CANBK,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,95.0
CHOLAFIN,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,95.0
CHOLAFIN,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,67.23
CHOLAFIN,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,95.0
CHOLAFIN,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,65.14
CHOLAFIN,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,74.54
CHOLAFIN,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,71.36
CHOLAFIN,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,95.0
CIPLA,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,95.0
CIPLA,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,95.0
CIPLA,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,91.56
CIPLA,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,95.0
CIPLA,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,60.27
CIPLA,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,91.91
COALINDIA,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,95.0
COALINDIA,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,95.0
COALINDIA,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,62.69
COALINDIA,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,95.0
COALINDIA,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,60.99
DABUR,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,95.0
DABUR,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,72.42
DIVISLAB,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,95.0
DIVISLAB,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,63.6
DIVISLAB,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,95.0
DIVISLAB,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,67.62
DLF,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,91.0
DLF,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,69.6
DLF,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,95.0
DMART,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,95.0
DMART,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,77.56
DMART,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,78.55
DMART,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,95.0
DMART,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,80.82
DMART,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,95.0
DMART,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,86.8
DRREDDY,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,95.0
DRREDDY,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,63.6
DRREDDY,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,95.0
DRREDDY,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,95.0
EICHERMOT,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,95.0
EICHERMOT,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,61.2
EICHERMOT,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,60.12
EICHERMOT,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,95.0
EICHERMOT,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,73.25
EICHERMOT,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,95.0
GAIL,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,95.0
GAIL,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,73.09
GAIL,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,60.27
GODREJCP,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,95.0
GODREJCP,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,60.65
GRASIM,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,95.0
GRASIM,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,81.0
HAL,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,95.0
HAL,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,68.4
HAL,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,95.0
HAL,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,95.0
HAVELLS,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,95.0
HAVELLS,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,76.07
HAVELLS,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,65.01
HCLTECH,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,95.0
HCLTECH,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,95.0
HCLTECH,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,95.0
HCLTECH,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,61.8
HDFCBANK,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,95.0
HDFCBANK,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,67.94
HDFCBANK,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,62.4
HDFCBANK,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,62.82
HDFCBANK,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,95.0
HDFCLIFE,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,95.0
HDFCLIFE,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,64.26
HDFCLIFE,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,95.0
HDFCLIFE,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,95.0
HDFCLIFE,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,77.43
HEROMOTOCO,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,95.0
HEROMOTOCO,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,95.0
HEROMOTOCO,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,95.0
HINDALCO,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,95.0
HINDALCO,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,95.0
HINDALCO,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,95.0
HINDALCO,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,73.28
HINDUNILVR,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,95.0
HINDUNILVR,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,95.0
HINDUNILVR,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,95.0
HINDUNILVR,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,95.0
ICICIBANK,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,95.0
ICICIBANK,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,95.0
ICICIGI,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,95.0
ICICIGI,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,61.19
ICICIGI,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,95.0
ICICIGI,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,95.0
ICICIGI,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,62.54
ICICIPRULI,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,95.0
ICICIPRULI,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,86.42
ICICIPRULI,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,95.0
INDIGO,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,91.0
INDIGO,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,66.45
INDIGO,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,95.0
INDIGO,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,76.32
INDIGO,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,62.19
INDUSINDBK,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,95.0
INDUSINDBK,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,63.95
INDUSINDBK,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,95.0
INDUSINDBK,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,95.0
INFY,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,95.0
INFY,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,95.0
INFY,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,95.0
INFY,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,68.31
IOC,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,91.0
IOC,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,60.72
IRCTC,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,95.0
IRCTC,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,60.67
IRCTC,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,70.8
IRCTC,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,67.19
IRCTC,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,95.0
IRCTC,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,95.0
IRCTC,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,95.0
IRFC,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,91.0
IRFC,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,95.0
IRFC,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,65.17
IRFC,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,90.54
ITC,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,95.0
ITC,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,74.4
ITC,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,95.0
ITC,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,95.0
JINDALSTEL,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,79.0
JINDALSTEL,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70.32
JIOFIN,pro,PRO_03,Debt-free balance sheet provides financial flexibility and eliminates interest burden,90.0
JIOFIN,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,95.0
JIOFIN,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,95.0
JIOFIN,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,95.0
JIOFIN,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90.0
JSWENERGY,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,87.0
JSWENERGY,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,86.4
JSWSTEEL,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,95.0
JSWSTEEL,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,66.27
KOTAKBANK,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,95.0
KOTAKBANK,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,61.44
KOTAKBANK,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,61.83
KOTAKBANK,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,65.0
KOTAKBANK,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,95.0
LICI,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,87.0
LICI,pro,PRO_03,Debt-free balance sheet provides financial flexibility and eliminates interest burden,90.0
LICI,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,95.0
LICI,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90.0
LICI,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,95.0
LODHA,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,87.0
LODHA,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,62.23
LODHA,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,61.2
LODHA,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,60.97
LODHA,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,93.32
LT,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,95.0
LT,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,61.38
LTIM,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,95.0
LTIM,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,68.67
LTIM,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,83.72
LTIM,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,95.0
LTIM,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,65.07
MARUTI,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,95.0
MARUTI,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,95.0
MARUTI,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,60.24
MM,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,91.0
MM,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,95.0
MOTHERSON,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,95.0
MOTHERSON,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,60.34
MOTHERSON,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,61.65
NAUKRI,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,60.77
NAUKRI,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,63.6
NAUKRI,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,73.57
NESTLEIND,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,95.0
NESTLEIND,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,95.0
NESTLEIND,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,95.0
NHPC,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,95.0
NHPC,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,90.0
NHPC,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,66.24
NTPC,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,95.0
NTPC,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,64.8
NTPC,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,95.0
NTPC,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,69.93
ONGC,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,95.0
ONGC,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,61.31
ONGC,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,82.68
PFC,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,95.0
PFC,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,60.84
PFC,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,74.4
PIDILITIND,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,95.0
PIDILITIND,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,95.0
PIDILITIND,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,95.0
PIDILITIND,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,86.54
PNB,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,83.0
POWERGRID,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,95.0
POWERGRID,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,95.0
RECLTD,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,95.0
RECLTD,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,95.0
RELIANCE,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,95.0
RELIANCE,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,95.0
SBILIFE,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,95.0
SBILIFE,pro,PRO_03,Debt-free balance sheet provides financial flexibility and eliminates interest burden,90.0
SBILIFE,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,67.22
SBILIFE,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90.0
SBILIFE,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,95.0
SBILIFE,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,83.94
SHREECEM,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,95.0
SHREECEM,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,70.21
SHREECEM,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,80.28
SHRIRAMFIN,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,95.0
SHRIRAMFIN,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,60.88
SHRIRAMFIN,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,64.8
SHRIRAMFIN,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,95.0
SIEMENS,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,95.0
