company_id,type,rule_id,text,confidence_pct
APOLLOHOSP,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,60.21
APOLLOHOSP,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,68.4
ASIANPAINT,con,CON_01,Debt-to-equity ratio of 25.77 is elevated for a non-financial company and warrants monitoring,95.0
ASIANPAINT,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,72.0
ASIANPAINT,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,95.0
ASIANPAINT,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,93.6
ATGL,con,CON_01,Debt-to-equity ratio of 14.15 is elevated for a non-financial company and warrants monitoring,95.0
ATGL,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,72.0
ATGL,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,91.0
ATGL,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,66.99
ATGL,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,63.64
ATGL,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,61.14
ATGL,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,95.0
AXISBANK,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,72.0
AXISBANK,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,72.04
AXISBANK,con,CON_11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,95.0
AXISBANK,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,95.0
AXISBANK,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,95.0
BAJAJAUTO,con,CON_01,Debt-to-equity ratio of 6.85 is elevated for a non-financial company and warrants monitoring,95.0
BAJAJAUTO,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,72.0
BAJAJAUTO,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,95.0
BAJAJAUTO,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,95.0
BAJAJAUTO,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,95.0
BAJAJAUTO,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,60.99
BAJAJFINSV,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,95.0
BAJAJFINSV,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,76.17
BAJAJFINSV,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,74.4
BAJAJFINSV,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,82.65
BAJAJHLDNG,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,75.2
BAJAJHLDNG,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,95.0
BAJAJHLDNG,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,95.0
BAJAJHLDNG,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,95.0
BAJAJHLDNG,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,95.0
BAJAJHLDNG,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,66.9
BAJFINANCE,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,72.0
BAJFINANCE,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,71.42
BAJFINANCE,con,CON_11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,95.0
BAJFINANCE,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,95.0
BAJFINANCE,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,79.08
BAJFINANCE,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,95.0
BAJFINANCE,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,79.29
BAJFINANCE,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,95.0
BAJFINANCE,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,82.48
BAJFINANCE,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,95.0
BANKBARODA,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,72.0
BANKBARODA,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,71.8
BANKBARODA,con,CON_11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,95.0
BANKBARODA,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,87.0
BANKBARODA,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,95.0
BANKBARODA,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,95.0
BEL,con,CON_01,Debt-to-equity ratio of 3.91 is elevated for a non-financial company and warrants monitoring,79.1
BEL,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,95.0
BEL,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,95.0
BEL,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,61.65
BEL,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,95.0
BHARTIARTL,con,CON_01,Debt-to-equity ratio of 74.94 is elevated for a non-financial company and warrants monitoring,95.0
BHARTIARTL,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,91.0
BHARTIARTL,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,92.4
BHARTIARTL,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,60.39
BHEL,con,CON_01,Debt-to-equity ratio of 12.72 is elevated for a non-financial company and warrants monitoring,95.0
BHEL,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,74.86
BHEL,con,CON_11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,89.79
BHEL,con,CON_12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,90.54
BHEL,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,75.0
BHEL,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,95.0
BOSCHLTD,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,95.0
BOSCHLTD,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,95.0
BOSCHLTD,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,95.0
BOSCHLTD,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,85.1
BPCL,con,CON_01,Debt-to-equity ratio of 25.56 is elevated for a non-financial company and warrants monitoring,95.0
BPCL,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,95.0
BPCL,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,61.94
BPCL,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,65.88
BRITANNIA,con,CON_01,Debt-to-equity ratio of 86.04 is elevated for a non-financial company and warrants monitoring,95.0
BRITANNIA,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,95.0
BRITANNIA,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,72.37
BRITANNIA,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,66.05
CANBK,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,70.26
CANBK,con,CON_11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,95.0
CANBK,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,79.0
CANBK,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,95.0
CHOLAFIN,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,72.0
CHOLAFIN,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,72.8
CHOLAFIN,con,CON_11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,95.0
CHOLAFIN,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,95.0
CHOLAFIN,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,67.23
CHOLAFIN,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,95.0
CHOLAFIN,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,65.14
CHOLAFIN,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,74.54
CHOLAFIN,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,71.36
CHOLAFIN,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,95.0
CIPLA,con,CON_01,Debt-to-equity ratio of 3.47 is elevated for a non-financial company and warrants monitoring,74.7
CIPLA,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,95.0
CIPLA,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,95.0
CIPLA,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,91.56
CIPLA,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,95.0
CIPLA,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,60.27
CIPLA,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,91.91
COALINDIA,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,95.0
COALINDIA,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,95.0
COALINDIA,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,62.69
COALINDIA,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,95.0
COALINDIA,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,60.99
DABUR,con,CON_01,Debt-to-equity ratio of 7.71 is elevated for a non-financial company and warrants monitoring,95.0
DABUR,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,72.0
DABUR,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,95.0
DABUR,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,72.42
DIVISLAB,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,95.0
DIVISLAB,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,63.6
DIVISLAB,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,95.0
DIVISLAB,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,67.62
DLF,con,CON_01,Debt-to-equity ratio of 9.77 is elevated for a non-financial company and warrants monitoring,95.0
DLF,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,71.6
DLF,con,CON_12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,77.61
DLF,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,91.0
DLF,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,69.6
DLF,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,95.0
DMART,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,95.0
DMART,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,77.56
DMART,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,78.55
DMART,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,95.0
DMART,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,80.82
DMART,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,95.0
DMART,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,86.8
DRREDDY,con,CON_01,Debt-to-equity ratio of 24.12 is elevated for a non-financial company and warrants monitoring,95.0
DRREDDY,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,95.0
DRREDDY,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,63.6
DRREDDY,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,95.0
DRREDDY,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,95.0
EICHERMOT,con,CON_01,Debt-to-equity ratio of 15.52 is elevated for a non-financial company and warrants monitoring,95.0
EICHERMOT,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,95.0
EICHERMOT,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,61.2
EICHERMOT,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,60.12
EICHERMOT,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,95.0
EICHERMOT,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,73.25
EICHERMOT,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,95.0
GAIL,con,CON_01,Debt-to-equity ratio of 3.31 is elevated for a non-financial company and warrants monitoring,73.1
GAIL,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,72.0
GAIL,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,95.0
GAIL,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,73.09
GAIL,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,60.27
GODREJCP,con,CON_01,Debt-to-equity ratio of 31.59 is elevated for a non-financial company and warrants monitoring,95.0
GODREJCP,con,CON_04,Company reported a net loss in the most recent financial year,75.0
GODREJCP,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,95.0
GODREJCP,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,60.65
GRASIM,con,CON_01,Debt-to-equity ratio of 1031.24 is elevated for a non-financial company and warrants monitoring,95.0
GRASIM,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,62.3
GRASIM,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,95.0
GRASIM,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,81.0
HAL,con,CON_01,Debt-to-equity ratio of 24.60 is elevated for a non-financial company and warrants monitoring,95.0
HAL,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,72.0
HAL,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,95.0
HAL,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,68.4
HAL,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,95.0
HAL,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,95.0
HAVELLS,con,CON_01,Debt-to-equity ratio of 4.81 is elevated for a non-financial company and warrants monitoring,88.1
HAVELLS,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,95.0
HAVELLS,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,76.07
HAVELLS,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,65.01
HCLTECH,con,CON_01,Debt-to-equity ratio of 10.60 is elevated for a non-financial company and warrants monitoring,95.0
HCLTECH,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,95.0
HCLTECH,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,95.0
HCLTECH,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,95.0
HCLTECH,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,61.8
HDFCBANK,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,72.0
HDFCBANK,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,65.18
HDFCBANK,con,CON_11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,95.0
HDFCBANK,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,95.0
HDFCBANK,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,67.94
HDFCBANK,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,62.4
HDFCBANK,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,62.82
HDFCBANK,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,95.0
HDFCLIFE,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,95.0
HDFCLIFE,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,64.26
HDFCLIFE,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,95.0
HDFCLIFE,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,95.0
HDFCLIFE,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,77.43
HEROMOTOCO,con,CON_01,Debt-to-equity ratio of 15.15 is elevated for a non-financial company and warrants monitoring,95.0
HEROMOTOCO,con,CON_12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,62.16
HEROMOTOCO,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,95.0
HEROMOTOCO,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,95.0
HEROMOTOCO,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,95.0
HINDALCO,con,CON_01,Debt-to-equity ratio of 253.86 is elevated for a non-financial company and warrants monitoring,95.0
HINDALCO,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,95.0
HINDALCO,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,95.0
HINDALCO,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,95.0
HINDALCO,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,73.28
HINDUNILVR,con,CON_01,Debt-to-equity ratio of 6.31 is elevated for a non-financial company and warrants monitoring,95.0
HINDUNILVR,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,72.0
HINDUNILVR,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,95.0
HINDUNILVR,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,95.0
HINDUNILVR,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,95.0
HINDUNILVR,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,95.0
ICICIBANK,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,72.0
ICICIBANK,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,65.1
ICICIBANK,con,CON_11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,85.59
ICICIBANK,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,95.0
ICICIBANK,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,95.0
ICICIGI,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,95.0
ICICIGI,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,61.19
ICICIGI,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,95.0
ICICIGI,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,95.0
ICICIGI,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,62.54
ICICIPRULI,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,95.0
ICICIPRULI,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,86.42
ICICIPRULI,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,95.0
INDIGO,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,91.0
INDIGO,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,66.45
INDIGO,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,95.0
INDIGO,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,76.32
INDIGO,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,62.19
INDUSINDBK,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,72.0
INDUSINDBK,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,69.5
INDUSINDBK,con,CON_11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,95.0
INDUSINDBK,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,95.0
INDUSINDBK,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,63.95
INDUSINDBK,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,95.0
INDUSINDBK,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,95.0
INFY,con,CON_01,Debt-to-equity ratio of 4.04 is elevated for a non-financial company and warrants monitoring,80.4
INFY,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,72.0
INFY,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,95.0
INFY,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,95.0
INFY,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,95.0
INFY,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,68.31
IOC,con,CON_01,Debt-to-equity ratio of 9.63 is elevated for a non-financial company and warrants monitoring,95.0
IOC,con,CON_12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,62.22
IOC,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,91.0
IOC,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,60.72
IRCTC,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,95.0
IRCTC,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,60.67
IRCTC,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,70.8
IRCTC,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,67.19
IRCTC,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,95.0
IRCTC,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,95.0
IRCTC,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,95.0
IRFC,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,60.78
IRFC,con,CON_11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,95.0
IRFC,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,91.0
IRFC,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,95.0
