company_id,type,rule_id,text,confidence_pct
NESTLEIND,con,CON_01,Debt-to-equity ratio of 3.59 is elevated for a non-financial company and warrants monitoring,75.9
NHPC,con,CON_01,Debt-to-equity ratio of 3.24 is elevated for a non-financial company and warrants monitoring,72.4
NHPC,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,72.0
NHPC,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,68.4
NHPC,con,CON_11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,71.78
NHPC,con,CON_12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,64.38
NTPC,con,CON_01,Debt-to-equity ratio of 24.45 is elevated for a non-financial company and warrants monitoring,95.0
NTPC,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,72.0
NTPC,con,CON_11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,61.35
ONGC,con,CON_01,Debt-to-equity ratio of 24.35 is elevated for a non-financial company and warrants monitoring,95.0
PFC,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,62.38
PFC,con,CON_11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,95.0
PIDILITIND,con,CON_01,Debt-to-equity ratio of 7.49 is elevated for a non-financial company and warrants monitoring,95.0
POWERGRID,con,CON_01,Debt-to-equity ratio of 13.28 is elevated for a non-financial company and warrants monitoring,95.0
RECLTD,con,CON_11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,90.94
RELIANCE,con,CON_01,Debt-to-equity ratio of 67.84 is elevated for a non-financial company and warrants monitoring,95.0
RELIANCE,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,72.0
SBILIFE,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,79.88
SHREECEM,con,CON_01,Debt-to-equity ratio of 46.00 is elevated for a non-financial company and warrants monitoring,95.0
SHRIRAMFIN,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,72.0
SHRIRAMFIN,con,CON_11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,95.0
SIEMENS,con,CON_01,Debt-to-equity ratio of 3.93 is elevated for a non-financial company and warrants monitoring,79.3
SUNPHARMA,con,CON_01,Debt-to-equity ratio of 13.64 is elevated for a non-financial company and warrants monitoring,95.0
TATACONSUM,con,CON_01,Debt-to-equity ratio of 36.60 is elevated for a non-financial company and warrants monitoring,95.0
TATACONSUM,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,63.0
TATAMOTORS,con,CON_01,Debt-to-equity ratio of 140.03 is elevated for a non-financial company and warrants monitoring,95.0
TATAPOWER,con,CON_01,Debt-to-equity ratio of 167.78 is elevated for a non-financial company and warrants monitoring,95.0
TATAPOWER,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,72.0
TATASTEEL,con,CON_01,Debt-to-equity ratio of 69.83 is elevated for a non-financial company and warrants monitoring,95.0
TATASTEEL,con,CON_04,Company reported a net loss in the most recent financial year,75.0
TATASTEEL,con,CON_05,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,68.0
TATASTEEL,con,CON_12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,62.37
TCS,con,CON_01,Debt-to-equity ratio of 22.16 is elevated for a non-financial company and warrants monitoring,95.0
TECHM,con,CON_01,Debt-to-equity ratio of 5.75 is elevated for a non-financial company and warrants monitoring,95.0
TECHM,con,CON_07,"Dividend payout ratio above 100% means the company is paying dividends from reserves, which is unsustainable",85.0
TITAN,con,CON_01,Debt-to-equity ratio of 174.47 is elevated for a non-financial company and warrants monitoring,95.0
TITAN,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,72.0
TORNTPHARM,con,CON_01,Debt-to-equity ratio of 23.80 is elevated for a non-financial company and warrants monitoring,95.0
TRENT,con,CON_01,Debt-to-equity ratio of 48.69 is elevated for a non-financial company and warrants monitoring,95.0
TVSMOTOR,con,CON_01,Debt-to-equity ratio of 541.79 is elevated for a non-financial company and warrants monitoring,95.0
TVSMOTOR,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,72.0
TVSMOTOR,con,CON_11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,64.21
UNIONBANK,con,CON_01,Debt-to-equity ratio of 12.82 is elevated for a non-financial company and warrants monitoring,95.0
UNIONBANK,con,CON_11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,95.0
